Actual Price,Predicted Price
23166.099999999995,23228.50274415016
23558.7,22868.374241465328
23494.1,23283.999590981006
23130.499999999996,23448.177581393717
23642.199999999997,23101.954864782092
23465.4,23535.29016702771
22354.399999999998,23604.577390182018
22347.099999999995,22319.06085089445
22428.299999999996,22061.29644114971
22410.0,22123.003639042374
22197.799999999996,22418.339366185664
21710.799999999996,22205.989781737324
20361.8,21585.388006502388
20156.699999999997,20329.25740255117
20467.499999999996,19744.833317548033
21994.799999999996,20124.696887439488
24114.4,21677.530715191362
24699.7,24236.565534877776
24282.7,25571.958683937784
25004.099999999995,24925.788205277917
27391.799999999996,25217.023619991538
26914.5,27328.427571260927
27958.7,27361.796231734752
27720.499999999996,28155.314475226398
28114.0,28267.78018758297
27261.699999999997,28595.49161584377
28310.699999999997,27857.968876403567
27462.2,27935.27598839402
27475.6,27248.80790919065
27973.499999999996,27326.001788973805
27129.799999999996,28158.97274653911
27262.2,27413.508509790896
28350.4,27087.793887954947
28029.5,28278.482808715104
28473.7,28174.818722933527
28456.1,28325.112702697512
28198.299999999996,28590.37221354842
27802.1,28227.399840426442
28164.4,27990.64218267798
28173.5,28126.499056011435
28036.699999999997,28230.176207047698
27910.4,28026.449690693615
27941.199999999997,28033.93172654509
28326.6,27927.80701779723
29640.999999999996,28270.81785929799
30209.6,29574.320899206396
29886.399999999998,30455.533132165667
30387.4,30145.02428924441
30472.499999999996,30457.503808081146
30299.599999999995,30657.77020948529
30310.3,30361.879209017752
29434.9,30181.167138797042
30382.2,29549.481672501563
28813.699999999997,30191.297066265342
28240.5,29273.036126095052
27264.799999999996,27965.74416232705
27813.899999999998,26876.7355861783
27591.4,27412.583054250477
27509.299999999996,27604.261228239535
28298.8,27498.896481806038
28424.6,28161.496518236396
29475.9,28615.337737715243
29321.799999999996,29559.38731309771
29234.099999999995,29480.886907845732
29252.099999999995,29144.029801303146
28077.6,29329.495446687935
28669.1,28425.34715912342
29023.6,28510.663272237776
28842.1,29069.359693217273
29513.199999999997,28897.588612288233
28857.099999999995,29584.746972447632
28424.8,28933.095619446038
27670.5,28346.01057757139
27634.9,27590.571018868683
27603.299999999996,27380.93029722571
26983.499999999996,27553.981773114203
26799.199999999997,27108.55240011215
26777.499999999996,26827.72346075773
26919.999999999996,26676.120777982473
27183.9,26807.036807501314
27035.3,27067.601536834238
27403.1,26888.997327703237
26827.999999999996,27448.697595751284
26882.9,27074.46732817292
27116.199999999997,26994.081171160935
26749.9,27108.54368994236
26847.299999999996,26750.943314039705
27220.7,26847.515144068002
26328.4,27123.030879849193
26475.8,26522.83703243732
26711.499999999996,26320.46930257082
26857.5,26619.2586120367
28071.199999999997,26885.748434370755
27739.4,28000.96155633926
27698.199999999997,28116.935289579626
27216.1,27726.97881044149
26818.999999999996,27314.678568243977
27244.699999999997,26836.08522375822
27071.999999999996,26970.054167789218
27122.3,27129.607058042286
25747.4,27157.36201408505
27230.2,25943.66300227642
26342.5,26920.80469024181
26501.099999999995,26485.755662089585
26479.3,26276.702876907584
25843.999999999996,26322.520547556876
25928.399999999998,25847.703061676024
25906.8,25969.037904423472
25929.399999999998,25935.954502010343
25129.499999999996,25752.38767364025
25591.3,25109.439957803486
