Actual Price,Predicted Price
48277.299999999996,47874.22867196798
49941.299999999996,48267.20104739666
49715.99999999999,49657.57932081222
51782.399999999994,49631.832058906555
51901.3,51344.31676632166
52134.19999999999,52044.06567691564
51645.99999999999,51888.54559527635
52117.49999999999,51511.66525853872
51783.59999999999,51522.36134704351
52263.5,51208.41198705434
51858.2,51655.9579313159
51320.399999999994,51380.581558251375
50740.49999999999,50912.73656328916
51571.6,50228.16076847314
51722.69999999999,50808.131779170035
54495.09999999999,51136.27000575065
57056.19999999999,53623.59399753809
62467.59999999999,56821.34992316961
61169.3,62095.49273996353
62397.69999999999,62112.83033293485
61994.49999999999,61840.63752692937
63135.799999999996,61685.52246818542
68270.1,62347.700061380856
63792.59999999999,67357.02323089838
66080.4,64653.552020633215
66855.3,64792.28324999809
68172.0,66628.26945489645
68366.5,67494.49148564339
68964.8,67313.97321670056
72099.1,67577.93926733732
71470.2,70714.25801033973
73066.30000000002,71899.4725893855
71387.5,72390.22533090114
69463.7,70639.89493573904
65314.2,68123.98852177859
68391.2,64521.95442032813
67594.1,66047.2662890792
